"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test that page heading contains expected text","407","test_page_heading_contains_text[chromium]","tests","Wed May 27 03:09:22 UTC 2026","passed","Wed May 27 03:09:22 UTC 2026","TestPageElements","test_regression","",""
"Test that page heading contains expected text","869","test_page_heading_contains_text[webkit]","tests","Wed May 27 03:06:40 UTC 2026","passed","Wed May 27 03:06:40 UTC 2026","TestPageElements","test_regression","",""
"Test that navigation links are visible","643","test_navigation_links_are_visible[firefox]","tests","Wed May 27 03:06:32 UTC 2026","passed","Wed May 27 03:06:33 UTC 2026","TestBasicFunctionality","test_smoke","",""
"Test that navigation links are visible","1284","test_navigation_links_are_visible[webkit]","tests","Wed May 27 03:06:18 UTC 2026","passed","Wed May 27 03:06:19 UTC 2026","TestBasicFunctionality","test_smoke","",""
"Test that social media icons are visible","917","test_social_icons_visible[webkit]","tests","Wed May 27 03:06:38 UTC 2026","passed","Wed May 27 03:06:39 UTC 2026","TestPageElements","test_regression","",""
"Test navigation to Big Page","1925","test_navigate_to_big_page[firefox]","tests","Wed May 27 03:06:38 UTC 2026","passed","Wed May 27 03:06:40 UTC 2026","TestNavigationLinks","test_regression","",""
"Test navigation to Fake Landing Page","2109","test_navigate_to_fake_landing_page[webkit]","tests","Wed May 27 03:06:25 UTC 2026","passed","Wed May 27 03:06:27 UTC 2026","TestNavigationLinks","test_regression","",""
"Test that the automation page loads successfully","1773","test_page_loads_successfully[webkit]","tests","Wed May 27 03:06:14 UTC 2026","passed","Wed May 27 03:06:16 UTC 2026","TestBasicFunctionality","test_smoke","",""
"Test that page heading contains expected text","552","test_page_heading_contains_text[firefox]","tests","Wed May 27 03:06:49 UTC 2026","passed","Wed May 27 03:06:49 UTC 2026","TestPageElements","test_regression","",""
"Test that the automation page loads successfully","4822","test_page_loads_successfully[chromium]","tests","Wed May 27 03:09:06 UTC 2026","passed","Wed May 27 03:09:11 UTC 2026","TestBasicFunctionality","test_smoke","",""
"Test navigation to Big Page","2198","test_navigate_to_big_page[webkit]","tests","Wed May 27 03:06:23 UTC 2026","passed","Wed May 27 03:06:25 UTC 2026","TestNavigationLinks","test_regression","",""
"Test navigation to Fake Landing Page","1183","test_navigate_to_fake_landing_page[chromium]","tests","Wed May 27 03:09:16 UTC 2026","passed","Wed May 27 03:09:17 UTC 2026","TestNavigationLinks","test_regression","",""
"Test that all practice links are visible","650","test_all_practice_links_visible[firefox]","tests","Wed May 27 03:06:47 UTC 2026","passed","Wed May 27 03:06:48 UTC 2026","TestPageElements","test_regression","",""
"Test navigation to Fake Pricing Page","3137","test_navigate_to_fake_pricing_page[webkit]","tests","Wed May 27 03:06:34 UTC 2026","passed","Wed May 27 03:06:37 UTC 2026","TestNavigationLinks","test_regression","",""
"Test navigation to Fake Landing Page","1220","test_navigate_to_fake_landing_page[firefox]","tests","Wed May 27 03:06:42 UTC 2026","passed","Wed May 27 03:06:43 UTC 2026","TestNavigationLinks","test_regression","",""
"Test that all practice links are visible","459","test_all_practice_links_visible[chromium]","tests","Wed May 27 03:09:20 UTC 2026","passed","Wed May 27 03:09:21 UTC 2026","TestPageElements","test_regression","",""
"Test navigation to Fake Pricing Page","2859","test_navigate_to_fake_pricing_page[firefox]","tests","Wed May 27 03:06:44 UTC 2026","passed","Wed May 27 03:06:47 UTC 2026","TestNavigationLinks","test_regression","",""
"Test that essential page elements are present","482","test_page_has_essential_elements[chromium]","tests","Wed May 27 03:09:11 UTC 2026","passed","Wed May 27 03:09:12 UTC 2026","TestBasicFunctionality","test_smoke","",""
"Test that essential page elements are present","601","test_page_has_essential_elements[firefox]","tests","Wed May 27 03:06:32 UTC 2026","passed","Wed May 27 03:06:32 UTC 2026","TestBasicFunctionality","test_smoke","",""
"Test that navigation links are visible","616","test_navigation_links_are_visible[chromium]","tests","Wed May 27 03:09:12 UTC 2026","passed","Wed May 27 03:09:12 UTC 2026","TestBasicFunctionality","test_smoke","",""
"Test navigation to Fake Pricing Page","2695","test_navigate_to_fake_pricing_page[chromium]","tests","Wed May 27 03:09:18 UTC 2026","passed","Wed May 27 03:09:20 UTC 2026","TestNavigationLinks","test_regression","",""
"Test that social media icons are present","712","test_social_media_icons_present[chromium]","tests","Wed May 27 03:09:13 UTC 2026","passed","Wed May 27 03:09:13 UTC 2026","TestBasicFunctionality","test_smoke","",""
"Test that social media icons are present","497","test_social_media_icons_present[firefox]","tests","Wed May 27 03:06:33 UTC 2026","passed","Wed May 27 03:06:34 UTC 2026","TestBasicFunctionality","test_smoke","",""
"Test that essential page elements are present","1563","test_page_has_essential_elements[webkit]","tests","Wed May 27 03:06:16 UTC 2026","passed","Wed May 27 03:06:18 UTC 2026","TestBasicFunctionality","test_smoke","",""
"Test that social media icons are visible","541","test_social_icons_visible[firefox]","tests","Wed May 27 03:06:48 UTC 2026","passed","Wed May 27 03:06:49 UTC 2026","TestPageElements","test_regression","",""
"Test navigation to Big Page","1189","test_navigate_to_big_page[chromium]","tests","Wed May 27 03:09:15 UTC 2026","passed","Wed May 27 03:09:16 UTC 2026","TestNavigationLinks","test_regression","",""
"Test that social media icons are present","1038","test_social_media_icons_present[webkit]","tests","Wed May 27 03:06:19 UTC 2026","passed","Wed May 27 03:06:20 UTC 2026","TestBasicFunctionality","test_smoke","",""
"Test that all practice links are visible","879","test_all_practice_links_visible[webkit]","tests","Wed May 27 03:06:37 UTC 2026","passed","Wed May 27 03:06:38 UTC 2026","TestPageElements","test_regression","",""
"Test that the automation page loads successfully","6173","test_page_loads_successfully[firefox]","tests","Wed May 27 03:06:25 UTC 2026","passed","Wed May 27 03:06:31 UTC 2026","TestBasicFunctionality","test_smoke","",""
"Test that social media icons are visible","474","test_social_icons_visible[chromium]","tests","Wed May 27 03:09:21 UTC 2026","passed","Wed May 27 03:09:21 UTC 2026","TestPageElements","test_regression","",""
